model,scramble,solve_rate,avg_steps
ppo_cube_77201920_steps.zip,2,0.94,3.265957446808511
ppo_cube_77201920_steps.zip,3,0.88,3.8181818181818183
ppo_cube_77201920_steps.zip,5,0.74,21.37837837837838
ppo_cube_77201920_steps.zip,7,0.68,43.544117647058826
ppo_cube_77201920_steps.zip,10,0.56,81.21428571428571
ppo_cube_77201920_steps.zip,12,0.35,218.8
ppo_cube_77201920_steps.zip,15,0.34,247.3235294117647
ppo_cube_77201920_steps.zip,17,0.26,384.65384615384613
ppo_cube_77201920_steps.zip,20,0.27,387.962962962963
ppo_cube_77201920_steps.zip,25,0.27,370.7037037037037
ppo_cube_78001920_steps.zip,1,1.0,1.0
ppo_cube_78001920_steps.zip,2,0.87,1.8045977011494252
ppo_cube_78001920_steps.zip,3,0.86,2.1627906976744184
ppo_cube_78001920_steps.zip,5,0.81,16.049382716049383
ppo_cube_78001920_steps.zip,7,0.61,48.39344262295082
ppo_cube_78001920_steps.zip,10,0.54,95.29629629629629
ppo_cube_78001920_steps.zip,12,0.48,132.20833333333334
ppo_cube_78001920_steps.zip,15,0.4,184.4
ppo_cube_78001920_steps.zip,17,0.34,263.6470588235294
ppo_cube_78001920_steps.zip,20,0.24,441.375
ppo_cube_78001920_steps.zip,25,0.19,619.421052631579
ppo_cube_78801920_steps.zip,1,1.0,1.0
ppo_cube_78801920_steps.zip,2,0.94,1.7340425531914894
ppo_cube_78801920_steps.zip,3,0.86,2.1511627906976742
ppo_cube_78801920_steps.zip,5,0.86,14.930232558139535
ppo_cube_78801920_steps.zip,7,0.72,42.43055555555556
ppo_cube_78801920_steps.zip,10,0.42,168.45238095238096
ppo_cube_78801920_steps.zip,12,0.4,191.65
ppo_cube_78801920_steps.zip,15,0.4,184.075
ppo_cube_78801920_steps.zip,17,0.31,313.6774193548387
ppo_cube_78801920_steps.zip,20,0.22,495.54545454545456
ppo_cube_78801920_steps.zip,25,0.17,657.0588235294117
ppo_cube_79601920_steps.zip,1,1.0,1.0
ppo_cube_79601920_steps.zip,2,0.97,1.5876288659793814
ppo_cube_79601920_steps.zip,3,0.98,2.0306122448979593
ppo_cube_79601920_steps.zip,5,0.79,16.354430379746834
ppo_cube_79601920_steps.zip,7,0.74,31.675675675675677
ppo_cube_79601920_steps.zip,10,0.45,137.37777777777777
ppo_cube_79601920_steps.zip,12,0.49,129.44897959183675
ppo_cube_79601920_steps.zip,15,0.3,301.53333333333336
ppo_cube_79601920_steps.zip,17,0.28,341.75
ppo_cube_79601920_steps.zip,20,0.25,405.88
ppo_cube_79601920_steps.zip,25,0.29,345.2413793103448
ppo_cube_80401920_steps.zip,1,1.0,1.0
ppo_cube_80401920_steps.zip,2,0.95,1.4842105263157894
ppo_cube_80401920_steps.zip,3,0.92,2.119565217391304
ppo_cube_80401920_steps.zip,5,0.87,8.057471264367816
ppo_cube_80401920_steps.zip,7,0.7,39.614285714285714
ppo_cube_80401920_steps.zip,10,0.43,157.67441860465115
ppo_cube_80401920_steps.zip,12,0.42,158.52380952380952
ppo_cube_80401920_steps.zip,15,0.27,370.5925925925926
ppo_cube_80401920_steps.zip,17,0.27,359.25925925925924
ppo_cube_80401920_steps.zip,20,0.31,313.96774193548384
ppo_cube_80401920_steps.zip,25,0.12,1042.1666666666667
ppo_cube_81201920_steps.zip,1,1.0,1.0
ppo_cube_81201920_steps.zip,2,0.93,1.5268817204301075
ppo_cube_81201920_steps.zip,3,0.94,1.9042553191489362
ppo_cube_81201920_steps.zip,5,0.82,14.121951219512194
ppo_cube_81201920_steps.zip,7,0.71,37.225352112676056
ppo_cube_81201920_steps.zip,10,0.54,98.14814814814815
ppo_cube_81201920_steps.zip,12,0.44,133.9318181818182
ppo_cube_81201920_steps.zip,15,0.38,220.81578947368422
ppo_cube_81201920_steps.zip,17,0.24,423.25
ppo_cube_81201920_steps.zip,20,0.21,484.5238095238095
ppo_cube_81201920_steps.zip,25,0.18,637.5555555555555
ppo_cube_82001920_steps.zip,1,1.0,1.0
ppo_cube_82001920_steps.zip,2,0.96,1.5104166666666667
ppo_cube_82001920_steps.zip,3,0.92,1.9130434782608696
ppo_cube_82001920_steps.zip,5,0.87,12.689655172413794
ppo_cube_82001920_steps.zip,7,0.65,45.44615384615385
ppo_cube_82001920_steps.zip,10,0.5,103.04
ppo_cube_82001920_steps.zip,12,0.41,172.90243902439025
ppo_cube_82001920_steps.zip,15,0.34,268.38235294117646
ppo_cube_82001920_steps.zip,17,0.39,185.7948717948718
ppo_cube_82001920_steps.zip,20,0.21,477.3809523809524
ppo_cube_82001920_steps.zip,25,0.24,442.0833333333333
ppo_cube_82801920_steps.zip,1,1.0,1.0
ppo_cube_82801920_steps.zip,2,0.96,1.5520833333333333
ppo_cube_82801920_steps.zip,3,0.97,1.9690721649484537
ppo_cube_82801920_steps.zip,5,0.8,16.3375
ppo_cube_82801920_steps.zip,7,0.69,44.79710144927536
ppo_cube_82801920_steps.zip,10,0.5,114.94
ppo_cube_82801920_steps.zip,12,0.47,132.2340425531915
ppo_cube_82801920_steps.zip,15,0.4,206.2
ppo_cube_82801920_steps.zip,17,0.25,412.04
ppo_cube_82801920_steps.zip,20,0.26,385.88461538461536
ppo_cube_82801920_steps.zip,25,0.2,552.65
ppo_cube_83601920_steps.zip,1,1.0,1.0
ppo_cube_83601920_steps.zip,2,0.91,1.6373626373626373
ppo_cube_83601920_steps.zip,3,0.95,1.9052631578947368
ppo_cube_83601920_steps.zip,5,0.87,11.241379310344827
ppo_cube_83601920_steps.zip,7,0.73,40.50684931506849
ppo_cube_83601920_steps.zip,10,0.51,98.25490196078431
ppo_cube_83601920_steps.zip,12,0.4,183.725
ppo_cube_83601920_steps.zip,15,0.35,265.0285714285714
ppo_cube_83601920_steps.zip,17,0.28,357.92857142857144
ppo_cube_83601920_steps.zip,20,0.28,352.64285714285717
ppo_cube_83601920_steps.zip,25,0.2,574.7
ppo_cube_84401920_steps.zip,1,1.0,1.0
ppo_cube_84401920_steps.zip,2,0.93,1.6451612903225807
ppo_cube_84401920_steps.zip,3,0.91,3.5714285714285716
ppo_cube_84401920_steps.zip,5,0.79,20.0126582278481
ppo_cube_84401920_steps.zip,7,0.77,28.818181818181817
ppo_cube_84401920_steps.zip,10,0.46,140.58695652173913
ppo_cube_84401920_steps.zip,12,0.39,196.7948717948718
ppo_cube_84401920_steps.zip,15,0.39,211.97435897435898
ppo_cube_84401920_steps.zip,17,0.31,275.93548387096774
ppo_cube_84401920_steps.zip,20,0.26,363.4230769230769
ppo_cube_84401920_steps.zip,25,0.22,495.3636363636364
ppo_cube_85201920_steps.zip,1,1.0,1.0
ppo_cube_85201920_steps.zip,2,0.95,1.4210526315789473
ppo_cube_85201920_steps.zip,3,0.96,1.96875
ppo_cube_85201920_steps.zip,5,0.8,16.0875
ppo_cube_85201920_steps.zip,7,0.63,56.23809523809524
ppo_cube_85201920_steps.zip,10,0.6,90.8
ppo_cube_85201920_steps.zip,12,0.42,154.92857142857142
ppo_cube_85201920_steps.zip,15,0.32,271.25
ppo_cube_85201920_steps.zip,17,0.34,246.52941176470588
ppo_cube_85201920_steps.zip,20,0.23,442.7391304347826
ppo_cube_85201920_steps.zip,25,0.2,537.8
ppo_cube_86001920_steps.zip,1,1.0,1.0
ppo_cube_86001920_steps.zip,2,0.94,1.627659574468085
ppo_cube_86001920_steps.zip,3,0.84,2.511904761904762
ppo_cube_86001920_steps.zip,5,0.79,14.329113924050633
ppo_cube_86001920_steps.zip,7,0.66,57.833333333333336
ppo_cube_86001920_steps.zip,10,0.54,96.0925925925926
ppo_cube_86001920_steps.zip,12,0.47,141.4468085106383
ppo_cube_86001920_steps.zip,15,0.41,190.53658536585365
ppo_cube_86001920_steps.zip,17,0.31,290.48387096774195
ppo_cube_86001920_steps.zip,20,0.33,281.90909090909093
ppo_cube_86001920_steps.zip,25,0.24,447.625
ppo_cube_86801920_steps.zip,1,1.0,1.0
ppo_cube_86801920_steps.zip,2,0.96,1.625
ppo_cube_86801920_steps.zip,3,0.94,2.0425531914893615
ppo_cube_86801920_steps.zip,5,0.8,14.375
ppo_cube_86801920_steps.zip,7,0.7,46.01428571428571
ppo_cube_86801920_steps.zip,10,0.54,106.98148148148148
ppo_cube_86801920_steps.zip,12,0.5,117.88
ppo_cube_86801920_steps.zip,15,0.36,218.27777777777777
ppo_cube_86801920_steps.zip,17,0.3,304.6666666666667
ppo_cube_86801920_steps.zip,20,0.2,537.1
ppo_cube_86801920_steps.zip,25,0.13,909.2307692307693
ppo_cube_87601920_steps.zip,1,1.0,1.0
ppo_cube_87601920_steps.zip,2,0.97,1.5257731958762886
ppo_cube_87601920_steps.zip,3,0.94,1.9680851063829787
ppo_cube_87601920_steps.zip,5,0.75,15.066666666666666
ppo_cube_87601920_steps.zip,7,0.63,44.3968253968254
ppo_cube_87601920_steps.zip,10,0.54,109.81481481481481
ppo_cube_87601920_steps.zip,12,0.4,195.425
ppo_cube_87601920_steps.zip,15,0.4,205.9
ppo_cube_87601920_steps.zip,17,0.38,208.81578947368422
ppo_cube_87601920_steps.zip,20,0.36,265.44444444444446
ppo_cube_87601920_steps.zip,25,0.2,515.0
ppo_cube_88401920_steps.zip,1,1.0,1.0
ppo_cube_88401920_steps.zip,2,0.95,1.5789473684210527
ppo_cube_88401920_steps.zip,3,0.97,2.020618556701031
ppo_cube_88401920_steps.zip,5,0.74,13.013513513513514
ppo_cube_88401920_steps.zip,7,0.72,38.47222222222222
ppo_cube_88401920_steps.zip,10,0.51,103.96078431372548
ppo_cube_88401920_steps.zip,12,0.34,250.64705882352942
ppo_cube_88401920_steps.zip,15,0.27,343.6666666666667
ppo_cube_88401920_steps.zip,17,0.35,243.88571428571427
ppo_cube_88401920_steps.zip,20,0.27,376.9259259259259
ppo_cube_88401920_steps.zip,25,0.17,701.4117647058823
ppo_cube_89201920_steps.zip,1,1.0,1.0
ppo_cube_89201920_steps.zip,2,0.96,1.4895833333333333
ppo_cube_89201920_steps.zip,3,0.94,1.8191489361702127
ppo_cube_89201920_steps.zip,5,0.8,16.4375
ppo_cube_89201920_steps.zip,7,0.67,41.40298507462686
ppo_cube_89201920_steps.zip,10,0.52,104.98076923076923
ppo_cube_89201920_steps.zip,12,0.48,147.02083333333334
ppo_cube_89201920_steps.zip,15,0.37,215.40540540540542
ppo_cube_89201920_steps.zip,17,0.3,324.03333333333336
ppo_cube_89201920_steps.zip,20,0.25,411.76
ppo_cube_89201920_steps.zip,25,0.14,872.6428571428571
ppo_cube_90001920_steps.zip,1,1.0,1.0
ppo_cube_90001920_steps.zip,2,0.99,1.5252525252525253
ppo_cube_90001920_steps.zip,3,0.94,3.5
ppo_cube_90001920_steps.zip,5,0.87,9.74712643678161
ppo_cube_90001920_steps.zip,7,0.67,39.582089552238806
ppo_cube_90001920_steps.zip,10,0.55,83.2909090909091
ppo_cube_90001920_steps.zip,12,0.38,193.55263157894737
ppo_cube_90001920_steps.zip,15,0.32,285.125
ppo_cube_90001920_steps.zip,17,0.33,254.21212121212122
ppo_cube_90001920_steps.zip,20,0.26,413.5
ppo_cube_90001920_steps.zip,25,0.11,1097.3636363636363
ppo_cube_90801920_steps.zip,1,1.0,1.0
ppo_cube_90801920_steps.zip,2,0.95,1.5052631578947369
ppo_cube_90801920_steps.zip,3,0.93,1.967741935483871
ppo_cube_90801920_steps.zip,5,0.83,17.14457831325301
ppo_cube_90801920_steps.zip,7,0.71,49.478873239436616
ppo_cube_90801920_steps.zip,10,0.55,100.18181818181819
ppo_cube_90801920_steps.zip,12,0.43,161.11627906976744
ppo_cube_90801920_steps.zip,15,0.36,217.19444444444446
ppo_cube_90801920_steps.zip,17,0.34,259.52941176470586
ppo_cube_90801920_steps.zip,20,0.33,271.8787878787879
ppo_cube_90801920_steps.zip,25,0.23,492.5652173913044
ppo_cube_91601920_steps.zip,1,1.0,1.0
ppo_cube_91601920_steps.zip,2,0.9,1.6666666666666667
ppo_cube_91601920_steps.zip,3,0.96,1.96875
ppo_cube_91601920_steps.zip,5,0.84,10.083333333333334
ppo_cube_91601920_steps.zip,7,0.66,35.92424242424242
ppo_cube_91601920_steps.zip,10,0.54,108.74074074074075
ppo_cube_91601920_steps.zip,12,0.44,160.45454545454547
ppo_cube_91601920_steps.zip,15,0.45,163.42222222222222
ppo_cube_91601920_steps.zip,17,0.32,281.1875
ppo_cube_91601920_steps.zip,20,0.28,342.32142857142856
ppo_cube_91601920_steps.zip,25,0.19,628.3684210526316
ppo_cube_92401920_steps.zip,1,1.0,1.0
ppo_cube_92401920_steps.zip,2,0.94,1.5851063829787233
ppo_cube_92401920_steps.zip,3,0.89,2.348314606741573
ppo_cube_92401920_steps.zip,5,0.82,17.5609756097561
ppo_cube_92401920_steps.zip,7,0.66,46.65151515151515
ppo_cube_92401920_steps.zip,10,0.54,95.44444444444444
ppo_cube_92401920_steps.zip,12,0.37,206.86486486486487
ppo_cube_92401920_steps.zip,15,0.38,217.57894736842104
ppo_cube_92401920_steps.zip,17,0.3,319.2
ppo_cube_92401920_steps.zip,20,0.24,441.2083333333333
ppo_cube_92401920_steps.zip,25,0.31,318.258064516129
ppo_cube_93201920_steps.zip,1,1.0,1.0
ppo_cube_93201920_steps.zip,2,0.95,1.4736842105263157
ppo_cube_93201920_steps.zip,3,0.94,1.9042553191489362
ppo_cube_93201920_steps.zip,5,0.75,11.306666666666667
ppo_cube_93201920_steps.zip,7,0.7,48.25714285714286
ppo_cube_93201920_steps.zip,10,0.5,118.1
ppo_cube_93201920_steps.zip,12,0.44,153.9318181818182
ppo_cube_93201920_steps.zip,15,0.29,305.58620689655174
ppo_cube_93201920_steps.zip,17,0.39,215.3846153846154
ppo_cube_93201920_steps.zip,20,0.3,304.2
ppo_cube_93201920_steps.zip,25,0.23,486.69565217391306
ppo_cube_94001920_steps.zip,1,1.0,1.0
ppo_cube_94001920_steps.zip,2,0.94,1.4042553191489362
ppo_cube_94001920_steps.zip,3,0.95,2.031578947368421
ppo_cube_94001920_steps.zip,5,0.78,12.794871794871796
ppo_cube_94001920_steps.zip,7,0.66,51.39393939393939
ppo_cube_94001920_steps.zip,10,0.44,131.11363636363637
ppo_cube_94001920_steps.zip,12,0.39,199.51282051282053
ppo_cube_94001920_steps.zip,15,0.39,226.66666666666666
ppo_cube_94001920_steps.zip,17,0.37,234.35135135135135
ppo_cube_94001920_steps.zip,20,0.27,386.6296296296296
ppo_cube_94001920_steps.zip,25,0.19,611.578947368421
ppo_cube_94801920_steps.zip,1,1.0,1.0
ppo_cube_94801920_steps.zip,2,0.95,1.6105263157894736
ppo_cube_94801920_steps.zip,3,0.89,2.0112359550561796
ppo_cube_94801920_steps.zip,5,0.78,20.128205128205128
ppo_cube_94801920_steps.zip,7,0.71,33.225352112676056
ppo_cube_94801920_steps.zip,10,0.57,95.96491228070175
ppo_cube_94801920_steps.zip,12,0.41,172.26829268292684
ppo_cube_94801920_steps.zip,15,0.43,171.67441860465115
ppo_cube_94801920_steps.zip,17,0.32,271.625
ppo_cube_94801920_steps.zip,20,0.28,357.82142857142856
ppo_cube_94801920_steps.zip,25,0.16,718.5
ppo_cube_95601920_steps.zip,1,1.0,1.0
ppo_cube_95601920_steps.zip,2,0.98,1.5408163265306123
ppo_cube_95601920_steps.zip,3,0.91,2.0
ppo_cube_95601920_steps.zip,5,0.83,10.048192771084338
ppo_cube_95601920_steps.zip,7,0.7,39.31428571428572
ppo_cube_95601920_steps.zip,10,0.5,115.06
ppo_cube_95601920_steps.zip,12,0.33,260.3636363636364
ppo_cube_95601920_steps.zip,15,0.35,239.8
ppo_cube_95601920_steps.zip,17,0.24,404.7083333333333
ppo_cube_95601920_steps.zip,20,0.27,349.0
ppo_cube_95601920_steps.zip,25,0.14,822.3571428571429
ppo_cube_96401920_steps.zip,1,1.0,1.0
ppo_cube_96401920_steps.zip,2,0.94,1.5957446808510638
ppo_cube_96401920_steps.zip,3,0.94,1.9893617021276595
ppo_cube_96401920_steps.zip,5,0.83,13.662650602409638
ppo_cube_96401920_steps.zip,7,0.69,48.971014492753625
ppo_cube_96401920_steps.zip,10,0.47,128.53191489361703
ppo_cube_96401920_steps.zip,12,0.48,123.02083333333333
ppo_cube_96401920_steps.zip,15,0.34,242.73529411764707
ppo_cube_96401920_steps.zip,17,0.37,223.67567567567568
ppo_cube_96401920_steps.zip,20,0.26,379.03846153846155
ppo_cube_96401920_steps.zip,25,0.25,435.56
ppo_cube_97201920_steps.zip,1,1.0,1.0
ppo_cube_97201920_steps.zip,2,0.96,1.5520833333333333
ppo_cube_97201920_steps.zip,3,0.92,2.152173913043478
ppo_cube_97201920_steps.zip,5,0.88,14.522727272727273
ppo_cube_97201920_steps.zip,7,0.75,25.746666666666666
ppo_cube_97201920_steps.zip,10,0.59,72.89830508474576
ppo_cube_97201920_steps.zip,12,0.44,150.8409090909091
ppo_cube_97201920_steps.zip,15,0.33,272.3636363636364
ppo_cube_97201920_steps.zip,17,0.28,341.64285714285717
ppo_cube_97201920_steps.zip,20,0.25,388.88
ppo_cube_97201920_steps.zip,25,0.28,372.7857142857143
ppo_cube_98001920_steps.zip,1,1.0,1.0
ppo_cube_98001920_steps.zip,2,0.96,1.5416666666666667
ppo_cube_98001920_steps.zip,3,0.96,1.90625
ppo_cube_98001920_steps.zip,5,0.81,12.25925925925926
ppo_cube_98001920_steps.zip,7,0.72,38.638888888888886
ppo_cube_98001920_steps.zip,10,0.48,132.60416666666666
ppo_cube_98001920_steps.zip,12,0.54,101.29629629629629
ppo_cube_98001920_steps.zip,15,0.38,213.07894736842104
ppo_cube_98001920_steps.zip,17,0.32,289.875
ppo_cube_98001920_steps.zip,20,0.24,429.0833333333333
ppo_cube_98001920_steps.zip,25,0.22,494.6818181818182
ppo_cube_98801920_steps.zip,1,1.0,1.0
ppo_cube_98801920_steps.zip,2,0.97,1.5463917525773196
ppo_cube_98801920_steps.zip,3,0.91,2.21978021978022
ppo_cube_98801920_steps.zip,5,0.76,17.092105263157894
ppo_cube_98801920_steps.zip,7,0.68,45.0
ppo_cube_98801920_steps.zip,10,0.51,118.72549019607843
ppo_cube_98801920_steps.zip,12,0.45,151.2
ppo_cube_98801920_steps.zip,15,0.31,266.61290322580646
ppo_cube_98801920_steps.zip,17,0.37,231.05405405405406
ppo_cube_98801920_steps.zip,20,0.21,512.3809523809524
ppo_cube_98801920_steps.zip,25,0.22,508.22727272727275
ppo_cube_99601920_steps.zip,1,1.0,1.0
ppo_cube_99601920_steps.zip,2,0.92,1.608695652173913
ppo_cube_99601920_steps.zip,3,0.91,2.1758241758241756
ppo_cube_99601920_steps.zip,5,0.81,14.135802469135802
ppo_cube_99601920_steps.zip,7,0.66,53.65151515151515
ppo_cube_99601920_steps.zip,10,0.56,87.01785714285714
ppo_cube_99601920_steps.zip,12,0.46,147.67391304347825
ppo_cube_99601920_steps.zip,15,0.23,441.6521739130435
ppo_cube_99601920_steps.zip,17,0.27,339.3333333333333
ppo_cube_99601920_steps.zip,20,0.28,325.82142857142856
ppo_cube_99601920_steps.zip,25,0.28,357.25
